               table_name                |          column_name           |        data_type         | is_nullable |                  column_default                   
 registration_cancellation_tickets       | updated_at                     | timestamp with time zone | NO          | now()
 registration_cancellation_tickets       | deleted_at                     | timestamp with time zone | YES         | 
 registrations                           | id                             | uuid                     | NO          | gen_random_uuid()
 registrations                           | tournament_id                  | uuid                     | NO          | 
 registrations                           | race_id                        | uuid                     | NO          | 
 registrations                           | horse_id                       | uuid                     | NO          | 
 registrations                           | owner_id                       | uuid                     | NO          | 
 registrations                           | horse_no                       | integer                  | YES         | 
 registrations                           | draw                           | integer                  | YES         | 
 registrations                           | rating_snapshot                | integer                  | YES         | 
 registrations                           | gears                          | ARRAY                    | NO          | ARRAY[]::text[]
 registrations                           | declared_weight_kg             | numeric                  | NO          | 54.5
 registrations                           | entry_finalized_at             | timestamp with time zone | YES         | 
 registrations                           | entry_finalized_by             | uuid                     | YES         | 
 registrations                           | status                         | text                     | NO          | 'pending'::text
 registrations                           | note                           | text                     | YES         | 
 registrations                           | admin_note                     | text                     | YES         | 
 registrations                           | entry_fee_vnd                  | numeric                  | NO          | 0
 registrations                           | entry_fee_token                | integer                  | NO          | 0
 registrations                           | payment_status                 | text                     | NO          | 'not_required'::text
 registrations                           | payment_method                 | text                     | YES         | 
 registrations                           | payment_order_id               | text                     | YES         | 
 registrations                           | payment_expires_at             | timestamp with time zone | YES         | 
 registrations                           | gateway_reference_id           | text                     | YES         | 
 registrations                           | payment_transaction_id         | uuid                     | YES         | 
 registrations                           | payment_paid_at                | timestamp with time zone | YES         | 
 registrations                           | payment_refunded_at            | timestamp with time zone | YES         | 
 registrations                           | slot_reserved                  | boolean                  | NO          | false
 registrations                           | slot_reserved_at               | timestamp with time zone | YES         | 
 registrations                           | slot_released_at               | timestamp with time zone | YES         | 
 registrations                           | registered_at                  | timestamp with time zone | NO          | now()
 registrations                           | approved_by                    | uuid                     | YES         | 
 registrations                           | approved_at                    | timestamp with time zone | YES         | 
 registrations                           | created_at                     | timestamp with time zone | NO          | now()
 registrations                           | updated_at                     | timestamp with time zone | NO          | now()
 registrations                           | deleted_at                     | timestamp with time zone | YES         | 
 reward_items                            | id                             | uuid                     | NO          | gen_random_uuid()
 reward_items                            | name                           | text                     | NO          | 
 reward_items                            | description                    | text                     | YES         | 
 reward_items                            | token_price                    | integer                  | NO          | 
 reward_items                            | stock                          | integer                  | NO          | 0
 reward_items                            | is_active                      | boolean                  | NO          | true
 reward_items                            | image_url                      | text                     | YES         | 
 reward_items                            | created_by                     | uuid                     | YES         | 
 reward_items                            | updated_by                     | uuid                     | YES         | 
 reward_items                            | created_at                     | timestamp with time zone | NO          | now()
 reward_items                            | updated_at                     | timestamp with time zone | NO          | now()
 reward_items                            | deleted_at                     | timestamp with time zone | YES         | 
 role_application_documents              | id                             | uuid                     | NO          | gen_random_uuid()
 role_application_documents              | role_application_id            | uuid                     | NO          | 
 role_application_documents              | type                           | text                     | YES         | 
 role_application_documents              | url                            | text                     | YES         | 
 role_application_documents              | public_id                      | text                     | YES         | 
 role_application_documents              | note                           | text                     | YES         | 
 role_application_documents              | created_at                     | timestamp with time zone | NO          | now()
 role_applications                       | id                             | uuid                     | NO          | gen_random_uuid()
 role_applications                       | user_id                        | uuid                     | NO          | 
 role_applications                       | requested_role                 | text                     | NO          | 
 role_applications                       | status                         | text                     | NO          | 'pending'::text
 role_applications                       | application_data               | jsonb                    | NO          | '{}'::jsonb
 role_applications                       | admin_note                     | text                     | YES         | 
 role_applications                       | reviewed_by                    | uuid                     | YES         | 
 role_applications                       | reviewed_at                    | timestamp with time zone | YES         | 
 role_applications                       | created_at                     | timestamp with time zone | NO          | now()
 role_applications                       | updated_at                     | timestamp with time zone | NO          | now()
 role_applications                       | deleted_at                     | timestamp with time zone | YES         | 
 roles                                   | id                             | uuid                     | NO          | gen_random_uuid()
 roles                                   | role_name                      | text                     | NO          | 
 roles                                   | description                    | text                     | YES         | 
 roles                                   | created_at                     | timestamp with time zone | NO          | now()
 roles                                   | updated_at                     | timestamp with time zone | NO          | now()
 roles                                   | deleted_at                     | timestamp with time zone | YES         | 
 rounds                                  | id                             | uuid                     | NO          | gen_random_uuid()
 rounds                                  | tournament_id                  | uuid                     | NO          | 
 rounds                                  | name                           | text                     | NO          | 
 rounds                                  | round_order                    | integer                  | NO          | 
 rounds                                  | description                    | text                     | YES         | 
 rounds                                  | status                         | text                     | NO          | 'draft'::text
 rounds                                  | created_at                     | timestamp with time zone | NO          | now()
 rounds                                  | updated_at                     | timestamp with time zone | NO          | now()
 rounds                                  | deleted_at                     | timestamp with time zone | YES         | 
 tournaments                             | id                             | uuid                     | NO          | gen_random_uuid()
 tournaments                             | name                           | text                     | NO          | 
 tournaments                             | description                    | text                     | YES         | 
 tournaments                             | location                       | text                     | YES         | 
 tournaments                             | image_url                      | text                     | YES         | 
 tournaments                             | image_public_id                | text                     | YES         | 
 tournaments                             | start_date                     | timestamp with time zone | YES         | 
 tournaments                             | end_date                       | timestamp with time zone | YES         | 
 tournaments                             | status                         | text                     | NO          | 'draft'::text
 tournaments                             | created_by                     | uuid                     | NO          | 
 tournaments                             | created_at                     | timestamp with time zone | NO          | now()
 tournaments                             | updated_at                     | timestamp with time zone | NO          | now()
 tournaments                             | deleted_at                     | timestamp with time zone | YES         | 
 transaction_histories                   | id                             | uuid                     | NO          | gen_random_uuid()
 transaction_histories                   | user_id                        | uuid                     | NO          | 
 transaction_histories                   | transaction_type               | text                     | NO          | 
 transaction_histories                   | amount                         | numeric                  | NO          | 
 transaction_histories                   | direction                      | text                     | NO          | 
 transaction_histories                   | balance_before                 | numeric                  | NO          | 
 transaction_histories                   | balance_after                  | numeric                  | NO          | 
 transaction_histories                   | status                         | text                     | NO          | 'completed'::text
 transaction_histories                   | reference_id                   | text                     | YES         | 
 transaction_histories                   | note                           | text                     | YES         | 
 transaction_histories                   | created_at                     | timestamp with time zone | NO          | now()
 transaction_histories                   | updated_at                     | timestamp with time zone | NO          | now()
 user_roles                              | id                             | uuid                     | NO          | gen_random_uuid()
 user_roles                              | user_id                        | uuid                     | NO          | 
 user_roles                              | role_id                        | uuid                     | NO          | 
 user_roles                              | created_at                     | timestamp with time zone | NO          | now()
 user_roles                              | deleted_at                     | timestamp with time zone | YES         | 
 users                                   | id                             | uuid                     | NO          | gen_random_uuid()
 users                                   | full_name                      | text                     | NO          | 
 users                                   | email                          | text                     | NO          | 
 users                                   | password                       | text                     | NO          | 
 users                                   | phone_number                   | text                     | YES         | 
 users                                   | date_of_birth                  | timestamp with time zone | YES         | 
 users                                   | avatar_url                     | text                     | YES         | 
 users                                   | avatar_public_id               | text                     | YES         | 
 users                                   | status                         | text                     | NO          | 'active'::text
 users                                   | email_verified                 | boolean                  | NO          | false
 users                                   | email_verified_at              | timestamp with time zone | YES         | 
 users                                   | email_verification_token       | text                     | YES         | 
 users                                   | email_verification_expires_at  | timestamp with time zone | YES         | 
 users                                   | password_reset_token           | text                     | YES         | 
 users                                   | password_reset_expires_at      | timestamp with time zone | YES         | 
 users                                   | password_changed_at            | timestamp with time zone | YES         | 
 users                                   | created_at                     | timestamp with time zone | NO          | now()
 users                                   | updated_at                     | timestamp with time zone | NO          | now()
 users                                   | deleted_at                     | timestamp with time zone | YES         | 
 violation_evidence_files                | id                             | uuid                     | NO          | gen_random_uuid()
 violation_evidence_files                | violation_id                   | uuid                     | NO          | 
 violation_evidence_files                | url                            | text                     | YES         | 
 violation_evidence_files                | public_id                      | text                     | YES         | 
 violation_evidence_files                | type                           | text                     | YES         | 
 violation_evidence_files                | file_name                      | text                     | YES         | 
 violation_evidence_files                | created_at                     | timestamp with time zone | NO          | now()
 violation_penalties                     | id                             | uuid                     | NO          | gen_random_uuid()
 violation_penalties                     | violation_id                   | uuid                     | NO          | 
 violation_penalties                     | slot                           | text                     | NO          | 
 violation_penalties                     | type                           | text                     | YES         | 
 violation_penalties                     | score_deduction                | integer                  | NO          | 0
 violation_penalties                     | position_delta                 | integer                  | NO          | 0
 violation_penalties                     | time_penalty_seconds           | integer                  | NO          | 0
 violation_penalties                     | suspension_days                | integer                  | NO          | 0
 violation_penalties                     | fine_amount                    | numeric                  | NO          | 0
 violation_penalties                     | disqualified                   | boolean                  | NO          | false
 violation_penalties                     | note                           | text                     | YES         | 
 violation_penalties                     | created_at                     | timestamp with time zone | NO          | now()
 violation_penalties                     | updated_at                     | timestamp with time zone | NO          | now()
 violations                              | id                             | uuid                     | NO          | gen_random_uuid()
 violations                              | race_id                        | uuid                     | NO          | 
 violations                              | horse_id                       | uuid                     | YES         | 
 violations                              | jockey_id                      | uuid                     | YES         | 
 violations                              | referee_id                     | uuid                     | NO          | 
 violations                              | horse_check_id                 | uuid                     | YES         | 
 violations                              | violation_type                 | text                     | NO          | 
 violations                              | description                    | text                     | YES         | 
 violations                              | severity                       | text                     | NO          | 'minor'::text
 violations                              | time_marker                    | text                     | YES         | 
 violations                              | evidence_urls                  | ARRAY                    | NO          | ARRAY[]::text[]
 violations                              | decision                       | text                     | YES         | 
 violations                              | deviates_from_policy           | boolean                  | NO          | false
 violations                              | deviation_reason               | text                     | YES         | 
 violations                              | decision_scope                 | text                     | YES         | 
 violations                              | proposed_by                    | uuid                     | YES         | 
 violations                              | proposed_at                    | timestamp with time zone | YES         | 
 violations                              | status                         | text                     | NO          | 'recorded'::text
 violations                              | decided_by                     | uuid                     | YES         | 
 violations                              | decided_at                     | timestamp with time zone | YES         | 
 violations                              | penalty_source                 | text                     | YES         | 
 violations                              | policy_version                 | text                     | YES         | 
 violations                              | discipline_applied_at          | timestamp with time zone | YES         | 
 violations                              | discipline_applied_by          | uuid                     | YES         | 
 violations                              | created_at                     | timestamp with time zone | NO          | now()
 violations                              | updated_at                     | timestamp with time zone | NO          | now()
 violations                              | deleted_at                     | timestamp with time zone | YES         | 
 wallets                                 | id                             | uuid                     | NO          | gen_random_uuid()
 wallets                                 | user_id                        | uuid                     | NO          | 
 wallets                                 | token_balance                  | numeric                  | NO          | 0
 wallets                                 | created_at                     | timestamp with time zone | NO          | now()
 wallets                                 | updated_at                     | timestamp with time zone | NO          | now()
 wallets                                 | deleted_at                     | timestamp with time zone | YES         | 
(689 rows)

